order_id,order_date,order_time,item_id,menu_item,category,size,unit_price,quantity,line_total,order_channel,payment_method
R1-00167,2026-06-22,13:09:19,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Takeout,Credit Card
R1-00167,2026-06-22,13:09:19,301,Small Fries,Fries,Small,1.99,1,1.99,Takeout,Credit Card
R1-00168,2026-06-22,13:19:00,201,Hamburger,Burger,,3.49,1,3.49,Dine-In,Credit Card
R1-00168,2026-06-22,13:19:00,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Dine-In,Credit Card
R1-00168,2026-06-22,13:19:00,301,Small Fries,Fries,Small,1.99,2,3.98,Dine-In,Credit Card
R1-00168,2026-06-22,13:19:00,401,Soft Drink (Small),Drink,Small,1.49,1,1.49,Dine-In,Credit Card
R1-00169,2026-06-22,13:49:13,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Delivery,Mobile Pay
R1-00169,2026-06-22,13:49:13,102,Chicken Nuggets (10 pc),Chicken,10 pc,6.49,2,12.98,Delivery,Mobile Pay
R1-00169,2026-06-22,13:49:13,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Delivery,Mobile Pay
R1-00170,2026-06-22,18:12:19,105,Spicy Chicken Sandwich,Chicken,,6.29,1,6.29,Drive-Thru,Credit Card
R1-00170,2026-06-22,18:12:19,303,Large Fries,Fries,Large,2.99,1,2.99,Drive-Thru,Credit Card
R1-00170,2026-06-22,18:12:19,201,Hamburger,Burger,,3.49,1,3.49,Drive-Thru,Credit Card
R1-00171,2026-06-22,18:50:07,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00171,2026-06-22,18:50:07,304,Loaded Cheese Fries,Fries,,3.99,3,11.97,Drive-Thru,Credit Card
R1-00171,2026-06-22,18:50:07,402,Soft Drink (Medium),Drink,Medium,1.89,3,5.67,Drive-Thru,Credit Card
R1-00172,2026-06-23,09:53:58,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Dine-In,Debit Card
R1-00172,2026-06-23,09:53:58,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Dine-In,Debit Card
R1-00172,2026-06-23,09:53:58,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Dine-In,Debit Card
R1-00172,2026-06-23,09:53:58,404,Bottled Water,Drink,,1.79,1,1.79,Dine-In,Debit Card
R1-00173,2026-06-23,12:49:01,202,Cheeseburger,Burger,,3.99,1,3.99,Takeout,Cash
R1-00173,2026-06-23,12:49:01,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Takeout,Cash
R1-00173,2026-06-23,12:49:01,403,Soft Drink (Large),Drink,Large,2.19,2,4.38,Takeout,Cash
R1-00173,2026-06-23,12:49:01,202,Cheeseburger,Burger,,3.99,1,3.99,Takeout,Cash
R1-00174,2026-06-23,13:02:13,108,Chicken Tenders (5 pc),Chicken,5 pc,7.29,1,7.29,Drive-Thru,Credit Card
R1-00175,2026-06-23,13:59:03,201,Hamburger,Burger,,3.49,1,3.49,Dine-In,Credit Card
R1-00175,2026-06-23,13:59:03,302,Medium Fries,Fries,Medium,2.49,1,2.49,Dine-In,Credit Card
R1-00176,2026-06-23,15:23:44,204,Bacon Cheeseburger,Burger,,6.29,1,6.29,Drive-Thru,Mobile Pay
R1-00176,2026-06-23,15:23:44,402,Soft Drink (Medium),Drink,Medium,1.89,1,1.89,Drive-Thru,Mobile Pay
R1-00177,2026-06-23,15:55:55,203,Double Cheeseburger,Burger,,5.49,1,5.49,Dine-In,Credit Card
R1-00177,2026-06-23,15:55:55,304,Loaded Cheese Fries,Fries,,3.99,3,11.97,Dine-In,Credit Card
R1-00177,2026-06-23,15:55:55,404,Bottled Water,Drink,,1.79,2,3.58,Dine-In,Credit Card
R1-00178,2026-06-23,18:22:07,101,Chicken Nuggets (6 pc),Chicken,6 pc,4.49,1,4.49,Drive-Thru,Debit Card
R1-00178,2026-06-23,18:22:07,301,Small Fries,Fries,Small,1.99,1,1.99,Drive-Thru,Debit Card
R1-00179,2026-06-23,19:29:48,205,Stack Deluxe Burger,Burger,,7.49,1,7.49,Dine-In,Mobile Pay
R1-00179,2026-06-23,19:29:48,301,Small Fries,Fries,Small,1.99,1,1.99,Dine-In,Mobile Pay
R1-00179,2026-06-23,19:29:48,403,Soft Drink (Large),Drink,Large,2.19,1,2.19,Dine-In,Mobile Pay
R1-00180,2026-06-24,12:32:11,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Credit Card
R1-00180,2026-06-24,12:32:11,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Credit Card
R1-00181,2026-06-24,18:56:46,107,Chicken Tenders (3 pc),Chicken,3 pc,4.99,1,4.99,Drive-Thru,Debit Card
R1-00181,2026-06-24,18:56:46,302,Medium Fries,Fries,Medium,2.49,1,2.49,Drive-Thru,Debit Card
R1-00182,2026-06-24,19:23:08,203,Double Cheeseburger,Burger,,5.49,1,5.49,Drive-Thru,Mobile Pay
R1-00182,2026-06-24,19:23:08,304,Loaded Cheese Fries,Fries,,3.99,1,3.99,Drive-Thru,Mobile Pay
R1-00182,2026-06-24,19:23:08,404,Bottled Water,Drink,,1.79,1,1.79,Drive-Thru,Mobile Pay
